"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q1","Q7","Q8","Q82","Q80","Q81","SB_choice","Q77_1","Q77_2","Q77_3","Q77_4","NH_choice","Q76_1","Q76_2","Q76_3","Q76_4","Q53_1","Q72_1","Q72_2","Q72_3","Q72_4","Q52_1","Q73_1","Q73_2","Q73_3","Q73_4","Q31_1","Q74_1","Q74_2","Q74_3","Q74_4","Q48_1","Q75_1","Q75_2","Q75_3","Q75_4","sb_ad_den","Q66_1","Q66_2","Q66_3","Q66_4","sb_ad_car","Q67_1","Q67_2","Q67_3","Q67_4","sb_op_den","Q64_1","Q64_2","Q64_3","Q64_4","sb_op_car","Q65_1","Q65_2","Q65_3","Q65_4","nh_ad_win","Q59_1","Q59_2","Q59_3","Q59_4","nh_ad_lose","Q60_1","Q60_2","Q60_3","Q60_4","nh_op_win","Q61_1","Q61_2","Q61_3","Q61_4","nh_op_lose","Q62_1","Q62_2","Q62_3","Q62_4","control","Q63_1","Q63_2","Q63_3","Q63_4","Q54_1","Q71_1","Q71_2","Q71_3","Q71_4","Q55_1","Q70_1","Q70_2","Q70_3","Q70_4","Q57_1","Q69_1","Q69_2","Q69_3","Q69_4","Q56_1","Q68_1","Q68_2","Q68_3","Q68_4","Q36","Q11","Q37","Q78","Q79_1","Q23_1","Q35_1","Q26_1","Q27_1","Q45_1","Q58","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q38","DO-BR-FL_112","DO-BR-FL_69","DO-BR-FL_107","DO-BR-FL_88","DO-BR-FL_110","DO-BL-Importance","DO-Q-SB_choice","DO-Q-NH_choice","LocationLatitude","LocationLongitude","LocationAccuracy"
"R_30cz4fqUKZdE3Hr","Default Response Set","Anonymous",,,"189.166.222.162",0,2/5/2016 9:41,2/5/2016 9:45,1,1,1,"I woke up and checked my phone, then I ate breakfast. Then I logged into MTurk and started working till the afternoon. At evening I watched some tv",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8733978271,-102.2806015015,-1
"R_1jcZpxchJiLoenj","Default Response Set","Anonymous",,,"72.135.108.104",0,2/5/2016 9:40,2/5/2016 9:45,1,1,1,"Yesterday I woke up and had a cup of cold coffee with milk. I had soup for lunch, and worked most the day. Then I went to the store and bought more soup, and came home and hosted an online event.",1,1,42,2,3.666,3.666,4.735,1,2,30.935,35.737,40.127,2,,,,,,54,8.668,11.255,12.032,2,,,,,,61,4.539,5.364,6.539,3,,,,,,,,,,,"The Panthers might play a better game, and bring their top game, and the Broncos might not be at their best or have a lot of injuries. Injuries are a serious thing after all.",7.702,7.702,39.877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3.637,3.637,5.413,1,,,,,,61,5.863,5.863,9.188,1,1,1,165,1,51,4,4,1,1,1,1,"Joe Biden","Don't know","Mccain?","No idea.","No idea","Peyton Manning","No idea","no idea","I don't know anything about football","NHchoice|SBchoice","FL_79|FL_70","SB_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",39.2691955566,-94.3890991211,-1
"R_6x6m4nIAkjjcvCN","Default Response Set","Anonymous",,,"148.74.20.127",0,2/5/2016 9:42,2/5/2016 9:45,1,1,1,"I woke up and had breakfast.  I went to the gym.  Last I went home and had dinner.",1,1,42,2,3.246,3.246,4.503,1,1,5.172,5.172,7.562,1,,,,,,61,2.13,2.13,3.012,1,90,1.84,3.819,4.889,3,,,,,,,,,,,,,,,,"They could win by luck.  They could have a player make a great pass and a rival teammate could be injured.",6.045,21.598,29.366,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.122,3.374,4.835,3,88,2.289,2.289,3.598,1,,,,,,1,1,180,1,30,4,7,4,7,1,1,"barack obama","boeher","romney","no idea","no","no","no","no",,"NHchoice|SBchoice","FL_70|FL_79","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",41.0572052002,-73.7787017822,-1
"R_1fZRVARyFB3X0jA","Default Response Set","Anonymous",,,"170.20.96.12",0,2/5/2016 9:43,2/5/2016 9:45,1,1,1,"My alarm woke me up and I immediately grabbed my clothes, then went into the bathroom to shower. After, I ate breakfast, walked the dog, and sat in traffic on my way to work. Then, I worked for eight hours. I sat in more traffic on my way home. After dinner, I went to the grocery store, watched TV, and went to bed.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0522003174,-118.2436981201,-1
"R_1q2IYcEZtCIbKHA","Default Response Set","Anonymous",,,"128.6.36.164",0,2/5/2016 9:43,2/5/2016 9:45,1,1,1,"I woke up at about 9 am, I showered and got ready for my day. I did not have any class yesterday so I got dressed and worked on Mturk for a couple hours till noon. At noon I met my partner at the cafeteria and had lunch together. I then got back to my apartment and worked till about 5pm. My partner got home and we made dinner to gather and stayed in watching movies.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5516052246,-74.4636993408,-1
"R_3g4WJnBmjFCuTF6","Default Response Set","Anonymous",,,"75.132.42.36",0,2/5/2016 9:44,2/5/2016 9:45,1,1,1,"Well I woke up, made my oatmeal and mixed my protein shake before heading off to work as I usually do. After work, I came home and changed before going to the gym as I do about six days a week. Following that, I went to Target to get a pillow as well as some alcohol and then proceeded to drink with a few friends. Can't remember too much after that to be honest.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4907073975,-90.3796005249,-1
"R_1kNuHmLhAsnsgWB","Default Response Set","Anonymous",,,"70.121.8.148",0,2/5/2016 9:44,2/5/2016 9:45,1,1,1,"I woke up and had breakfast. I went to the store in the afternoon. In the evening I made dinner and watched tv.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1506958008,-96.823600769,-1
"R_27s5OzJBCGotdb5","Default Response Set","Anonymous",,,"74.95.73.146",0,2/5/2016 9:41,2/5/2016 9:45,1,1,1,"I woke up, and walked my dog.  got ready for work, and drove there.  I worked all day, then went to the gym.  Then home, eat dinner and went to bed.",1,1,42,1,2.968,2.968,3.777,1,2,5.987,5.987,7.486,1,52,1.611,1.611,2.404,1,,,,,,,,,,,70,5.57,5.57,6.346,1,,,,,,"Carolina is undefeated this season, and they have a great team.  I think they have more talent and will beat Denver.",11.1,11.1,33.792,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.337,4.208,6.406,2,,,,,,,,,,,76,7.811,8.392,9.089,2,1,1,165,1,20,6,1,1,5,4,1,"Joe Biden","Paul Ryan","Ted Cruz","Obama","Cam Newton","Peyton Manning","Seattle","Chicago",,"NHchoice|SBchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","1|2",32.7765960693,-79.9309005737,-1
"R_2Y9eiYb06HrAteT","Default Response Set","Anonymous",,,"184.90.17.148",0,2/5/2016 9:40,2/5/2016 9:45,1,1,1,"I spent the morning in the park with my dogs, then went to the Spa for work, gave 4 massages, left work went to yoga class, and then home to cook dinner and hang out with my girlfriend, watch a movie and relax.",1,1,42,1,1.886,1.886,3.256,1,2,8.138,8.138,10.61,1,95,2.478,4.971,6.368,2,,,,,,,,,,,70,2.92,2.92,4.277,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Its quite simple. Trump is an asshat, the entire world knows it, other leaders and people of countries all over the world agree.  Its only the conservative, ignorant, racist types in the U.S. that would actually vote for him, and the numbers out weight this small group of ignorant fools that would vote for such a dick.",6.261,6.261,83.418,1,,,,,,,,,,,,,,,,96,4.063,4.063,5.445,1,,,,,,,,,,,71,8.708,9.964,11.136,2,1,1,165,1,77,7,1,2,4,7,1,"Joe Biden","?","?","?","Cam Newton, keep pounding!!!!","Peyton Manning","Patriots","Cardinals","Im from Charlotte, go Panthers!!","NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","1|2",29.3005065918,-81.1948013306,-1
"R_337I2E2GXIXk77J","Default Response Set","Anonymous",,,"23.255.199.252",0,2/5/2016 9:42,2/5/2016 9:45,1,1,1,"Yesterday I woke up around noon. I went on a run. After that, I came back and showered. Then I smoked weed. I worked on music with my buddy dom. After dinner, I played video games for hours, and went to bed.",1,1,42,1,7.466,7.466,8.096,1,2,2.506,2.506,3.181,1,71,2.17,2.17,2.752,1,,,,,,,,,,,69,3.52,3.52,4.095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went two days ago. My buddy bought supplies to make lasagna. I didn't buy anything.",2.687,2.687,22.639,1,70,1.703,3.013,3.422,2,,,,,,,,,,,64,9.99,9.99,10.647,1,1,1,159,1,51,6,2,3,3,1,1,"Biden","Ryan","Romney","Romney","Cam","Peyton","Patriots","Cardinals",,"SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","1|2",39.0572052002,-94.5932998657,-1
"R_2Sv6OXAgS81Z29H","Default Response Set","Anonymous",,,"73.137.149.209",0,2/5/2016 9:42,2/5/2016 9:46,1,1,1,"i woke up at 7:00 a.m, took a shower, had breakfast and went  to my job, I arrived there at 8:00 a.m and work until 12:30 when a left for lunch returning at 1:30, got back to work and stayed until 4:30 when i left for home",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9828948975,-84.3242034912,-1
"R_2RaLtPU7nL2CrvK","Default Response Set","Anonymous",,,"71.194.185.164",0,2/5/2016 9:42,2/5/2016 9:46,1,1,1,"I woke up and made breakfast, I worked until noon and then made lunch. I then went home and watched Netflix and did laundry in the evening.",1,1,42,1,3.705,5.319,6.303,2,2,1.899,1.899,2.773,1,55,1.661,2.291,3.48,3,,,,,,,,,,,68,2.132,4.05,5.372,3,,,,,,,,,,,,,,,,,,,,,,,,,,"I think that he is too drastic for most Americans. I also think that a lot of people think he does not stand a chance and/or does not think he'll be a good fit for the job.",8.088,8.088,32.491,1,,,,,,,,,,,,,,,,69,1.33,2.1,3.064,2,,,,,,,,,,,63,2.031,2.031,4.815,1,1,1,165,1,43,4,1,3,5,2,1,"Joe Biden","can't remember","not sure","not sure","Cam Newton","Peyton Manning","can't remember","Cardinals",,"SBchoice|NHchoice","FL_70|FL_79","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","1|2",41.9373016357,-87.6550979614,-1
"R_3G0t5tHGwZnrJVb","Default Response Set","Anonymous",,,"142.196.192.44",0,2/5/2016 9:42,2/5/2016 9:46,1,1,1,"I woke up and made breakfast for me and my son. We ate, I took him to school, then I went to work. Work was work, although it was a bit slow for a Thursday. After work I picked up my son from school. He really wanted pizza so we went to Pizza Hut and had dinner there. Once we were home we played a bit, I gave him a bath, then we went to sleep.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6811981201,-81.2762985229,-1
"R_sptEBDusgKp5WrT","Default Response Set","Anonymous",,,"129.255.224.94",0,2/5/2016 9:40,2/5/2016 9:46,1,1,1,"I woke up and had my coffee and took a shower.  Got to work and read emails.  Working until 9pm, then went to bed when I got home after watching a little TV",1,1,42,1,5.834,5.834,6.789,1,1,8.473,8.473,9.488,1,61,3.845,3.845,5.165,1,,,,,,81,7.468,8.907,9.995,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My last trip to the store consisted of getting things to prepare a Turkey for smoking.  I got woodchips, brown sugar, salt, and beer.  ",19.538,19.538,55.373,1,61,4.751,6.772,12.255,2,,,,,,81,6.005,6.005,8.436,1,,,,,,1,1,170,1,20,4,5,4,6,1,1,"Joe Biden","Don't know","Don't know","Mitt Romney","Cam Newton","Petyon Manning","Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",41.6640014648,-91.5447006226,-1
"R_25ZUFuDbzyUzzxf","Default Response Set","Anonymous",,,"184.153.108.239",0,2/5/2016 9:41,2/5/2016 9:46,1,1,1,"In the morning, I stayed home and watched few episodes of Fargo Season 2. In the afternoon, I went and dropped a package at the UPS. In the evening, I did some work on my laptop. ",1,1,42,2,2.302,2.302,3.161,1,1,4.356,4.356,5.781,1,,,,,,100,3.883,3.883,4.419,1,100,2.43,2.43,2.975,1,,,,,,"Denver Broncos will win because they have a great quarterback and they have a great defensive line. ",8.096,8.096,41.997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2.437,2.437,3.016,1,100,2.333,2.333,3.327,1,,,,,,1,1,170,1,80,1,4,1,4,4,1,"Joe Biden","John Boehner","Mitt Romney","I don't know","Cam Newton","Peyton Manning","New England Patriots","Kansas Chiefs",,"SBchoice|NHchoice","FL_70|FL_79","SB_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","1|2",40.7610931396,-73.9319000244,-1
"R_3kiYI2ThoxXZx2H","Default Response Set","Anonymous",,,"63.159.144.243",0,2/5/2016 9:41,2/5/2016 9:46,1,1,1,"Like most weekdays I get up around 6.30, shower, have breakfast and went to work. At 11.30 I went home for lunch and make myself a grilled cheese sandwich. Watched a few you-tube videos on machining. Went back to work until 5pm. Can home and played with my little gril until it was dinner time. Had dinner, played some more with my daughter, went to bed.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6640014648,-74.2107009888,-1
"R_2eVcHxxglcTRUsj","Default Response Set","Anonymous",,,"50.129.195.8",0,2/5/2016 9:40,2/5/2016 9:46,1,1,1,"I woke up at about 9am and ate a bagel. It was a blueberry bagel. I also made coffee. While eating and waking up I did some turking. At about 1pm I made lunch. I had a roast beef sandwich and some potato chips. The chips were kettle cooked. In the evening I played some video games and ate Taco Bell. ",1,1,42,2,1.924,1.924,2.754,1,2,2.828,2.828,5.52,1,,,,,,61,2.902,7.788,8.674,4,,,,,,73,2.82,2.82,3.412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump is a time tested no-nonsense businessman. He has experience with handling billions of dollars in development and production. He did not go through the political system so he has none of the hangups and corruptions associated with lifer politicians. ",8.026,9.747,84.318,2,,,,,,,,,,,61,5.286,8.595,9.134,4,,,,,,65,2.694,3.631,4.567,3,1,1,175,1,70,1,2,1,1,2,1,"Joe Biden","Paul Ryan","Mitt Romney","Mitt Romney","I don't know.","I don't know.","Patriots","I don't know.",,"SBchoice|NHchoice","FL_70|FL_79","NH_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",41.9759063721,-87.7015991211,-1
"R_1KjTU5tQc5fvLAR","Default Response Set","Anonymous",,,"97.95.200.107",0,2/5/2016 9:44,2/5/2016 9:46,1,1,1,"Woke up in the morning, had a cup of tea with toast. Went to work. Had lunch, then cleaned the house. Cooked dinner, washed the dishes. Watched movie and did some M-Turk.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7776031494,-82.3050994873,-1
"R_pPIqjU5BKAOYPEl","Default Response Set","Anonymous",,,"73.39.24.229",0,2/5/2016 9:45,2/5/2016 9:46,1,1,1,"walk",1,1,"MORNING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5563964844,-76.1241989136,-1
"R_cYXh7KYUPHUUFmV","Default Response Set","Anonymous",,,"164.119.71.232",0,2/5/2016 9:42,2/5/2016 9:46,1,1,1,"I went to the grocery store to get some items that I need. This will help me make dinner for next week that I need to do.",1,1,42,1,1.45,1.45,2.35,1,1,2.137,2.137,2.962,1,68,2.114,2.698,3.475,2,,,,,,79,1.358,1.358,2.073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was really crowded in Wal mart but I need to get items. The items acquired allowed me to make dinner for next week and take lunch to work.",7.138,7.138,32.858,1,77,1.777,2.574,3.209,3,,,,,,74,1.506,1.506,3.258,1,,,,,,1,1,190,1,77,2,2,2,5,3,1,"Joe Biden","Paul Ryan","Cheney","Romney","Cam Newton","Peyton Manning","Patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_70|FL_79","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","2|1",41.1764984131,-96.0613021851,-1
"R_3izmGTfo9RHuZjz","Default Response Set","Anonymous",,,"74.204.158.241",0,2/5/2016 9:40,2/5/2016 9:46,1,1,1,"in the morning I was turking, in the afternoon we went to the park and let our daughter play, and in the evening we watched tv and netflix.",1,1,42,1,5.929,5.929,6.844,1,2,6.104,6.104,8.652,1,61,5.644,5.644,6.393,1,,,,,,,,,,,91,3.169,3.169,4.172,1,,,,,,,,,,,,,,,,"The broncos have a better defensive lineup and all in all are a better.",15.646,26.53,59.927,2,,,,,,,,,,,,,,,,,,,,,,,,,,60,8.702,8.702,9.583,1,,,,,,,,,,,91,3.92,3.92,4.723,1,1,1,220,1,82,6,1,1,6,3,1,"Joe Biden","Paul Ryan","I can't remember","don't know","can't remember","peyton manning","arizona","can't remember","odd survey","SBchoice|NHchoice","FL_70|FL_79","SB_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","1|2",34.0355987549,-94.3339004517,-1
"R_3dQkbKKHYlJRcmi","Default Response Set","Anonymous",,,"66.226.123.34",0,2/5/2016 9:40,2/5/2016 9:46,1,1,1,"I woke up in the morning and got dressed. During the afternoon I met with students to discuss problems they were having at home. In the evening I went to church services and ate out with my mother for supper.",1,1,42,2,3.175,3.175,4.151,1,2,5.675,5.675,6.785,1,,,,,,55,6.433,9.624,10.49,2,,,,,,61,5.493,5.493,6.59,1,"Denver has the experience and the drive to win this game. The Broncos are used to the pressure of the Super Bowl and will come into it knowing exactly what to expect. This will make them less nervous, make less mistakes on the field, and ultimately will lead to victory over the Panthers.",15.347,80.494,81.059,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.721,4.721,6.183,1,,,,,,60,5.932,7.916,10.039,2,1,1,190,1,36,4,1,3,4,1,1,"Joe Biden","Paul Ryan","Rick Santorum","John McCain","Don't know","Payton Manning","Patriots","Chiefs",,"SBchoice|NHchoice","FL_70|FL_79","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","1|2",39.996307373,-91.2250976563,-1
"R_1N802UlmVksuwCo","Default Response Set","Anonymous",,,"73.188.22.157",0,2/5/2016 9:43,2/5/2016 9:46,1,1,1,"I woke up, got dressed, grabbed a pop tart and headed out the door. My mom drove me to work. I work as a janitor so my day consisted of mopping floors, scrubbing toilets, and other cleanings tasks. I walked home, stopped at WaWa and grabbed myself a cup of coffee and cigarettes. When I got home, I did some work on mTUrk. Later, I went out to dinner at a diner with my aunt and uncle. I got cream chipped beef and scrapple. I got home and did some more tasks on mTurk before calling it a night. I showered, brushed my teeth and went to bed.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1473999023,-74.8367004395,-1
"R_2pVulj1ozOzJIgx","Default Response Set","Anonymous",,,"73.6.223.213",0,2/5/2016 9:42,2/5/2016 9:46,1,1,1,"Yesterday I woke up and had breakfast at 9am, (eggs and toast). During the afternoon I worked on mturk untill I was satisfied with my earnings. During the evening I watched my favorite basketball team, the Houston Rockets. They won! I went to bed happy.",1,1,42,1,2.724,2.724,4.371,1,2,1.145,1.145,2.054,1,55,0.792,0.792,2.149,1,,,,,,,,,,,44,1.169,2.359,3.048,2,,,,,,,,,,,,,,,,"The denver broncos have proved that they are a great team. Their record is very impressive and they have one of the best coaching staffs available. The carolina panthers have not been as impressive in the past and I believe that the denver broncos have a better winning history over the past 5 years.",12.879,12.879,59.482,1,,,,,,,,,,,,,,,,,,,,,,,,,,44,1.05,1.625,2.35,2,,,,,,,,,,,56,1.702,1.702,3.694,1,1,1,160,1,51,5,4,3,5,4,1,"Joe Biden","Mitch O connel","Bernie Sanders","Donald Trump","Drew Bledso","Peyton Maning","The Sandiego Chargers","The Tennesee Titans","Thanks for letting me participate.","SBchoice|NHchoice","FL_70|FL_79","SB_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","1|2",29.9821929932,-95.1775970459,-1
"R_3JnkH1iEb2EGyGW","Default Response Set","Anonymous",,,"96.251.123.74",0,2/5/2016 9:44,2/5/2016 9:46,1,1,1,"i went to the doctors , ate breakfast, and slept",1,1,42,1,0.665,1.088,1.395,2,1,0.534,0.534,1.129,1,70,0.532,1.09,1.889,3,,,,,,50,0.691,1.401,1.642,3,,,,,,,,,,,,,,,,,,,,,,,,,,"becuase they are mostly republicans",0.899,7.558,13.43,3,,,,,,,,,,,,,,,,,,,,,61,0.793,1.111,1.689,2,,,,,,53,0.568,0.568,1.138,1,,,,,,1,1,150,1,52,6,3,4,4,3,1,"joe biden","na","na","na","na","payton manning","na","na",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","2|1",34.0614013672,-117.1734008789,-1
"R_2qyls1PNfnhEEJp","Default Response Set","Anonymous",,,"71.101.206.48",0,2/5/2016 9:45,2/5/2016 9:46,1,1,1,"I studied in the morning, ate in the afternoon, and went to school in the evening ",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3374938965,-82.513999939,-1
